2025-06-08 10:00:21	3
2025-06-09 10:00:13	17
2025-06-10 10:00:21	21
2025-06-11 10:00:20	30
2025-06-12 10:00:45	38
2025-06-13 10:00:25	41
2025-06-14 10:00:15	49
2025-06-15 10:00:23	52
2025-06-16 10:00:11	60
2025-06-17 10:00:12	65
2025-06-18 10:00:13	68
2025-06-19 10:00:11	74
2025-06-20 10:00:17	75
2025-06-21 10:00:29	80
2025-06-22 10:00:14	83
2025-06-23 10:00:15	84
2025-06-24 10:00:14	88
2025-06-25 10:00:14	90
2025-06-26 10:00:13	92
2025-06-27 10:00:12	93
2025-06-28 10:00:12	95
2025-06-29 10:00:13	95
2025-06-30 10:00:11	97
2025-07-01 10:00:12	100
2025-07-02 10:00:14	100
2025-07-03 10:00:21	103
2025-07-04 10:00:18	107
2025-07-05 10:00:17	109
2025-07-06 10:00:16	115
2025-07-07 10:00:18	118
2025-07-08 10:00:16	121
2025-07-09 10:00:15	124
2025-07-10 10:00:17	125
2025-07-11 10:00:17	129
2025-07-12 10:00:13	131
2025-07-13 10:00:17	137
2025-07-14 10:00:18	140
2025-07-15 10:00:17	143
2025-07-16 10:00:16	148
2025-07-17 10:00:18	149
2025-07-18 10:00:16	150
2025-07-19 10:00:15	154
2025-07-20 10:00:19	155
2025-07-21 10:00:17	157
2025-07-22 10:00:17	160
2025-07-23 10:00:16	162
2025-07-24 10:00:21	163
2025-07-25 10:00:17	171
2025-07-26 10:00:19	178
2025-07-27 10:00:20	187
2025-07-28 10:00:20	188
2025-07-29 10:00:17	189
2025-07-30 10:00:17	191
2025-07-31 10:00:18	193
2025-08-01 10:00:19	196
2025-08-02 10:00:18	197
2025-08-03 10:00:15	198
2025-08-04 10:00:14	201
2025-08-05 10:00:15	202
2025-08-06 10:00:17	203
2025-08-07 10:00:17	205
2025-08-08 10:00:14	209
2025-08-09 10:00:13	227
2025-08-10 10:00:13	230
2025-08-11 10:00:23	234
2025-08-12 10:00:16	238
2025-08-13 10:00:16	246
2025-08-14 10:00:15	250
2025-08-15 10:00:15	252
2025-08-16 10:00:16	254
2025-08-17 10:00:17	256
2025-08-18 10:00:15	264
2025-08-19 10:00:15	268
2025-08-20 10:00:15	271
2025-08-21 10:00:17	276
2025-08-22 10:00:17	282
2025-08-23 10:00:17	288
2025-08-24 10:00:14	295
2025-08-25 10:00:15	299
2025-08-26 10:00:27	304
2025-08-27 10:00:15	308
2025-08-28 10:00:18	310
2025-08-29 10:00:14	314
2025-08-30 10:00:14	319
2025-08-31 10:00:18	326
2025-09-01 10:00:17	333
2025-09-02 10:00:16	338
2025-09-03 10:00:15	344
2025-09-04 10:00:18	345
2025-09-05 10:00:18	355
2025-09-06 10:00:18	360
2025-09-07 10:00:18	362
2025-09-08 10:00:16	365
2025-09-09 10:00:14	368
2025-09-10 10:00:15	368
2025-09-11 10:00:13	371
2025-09-12 10:00:14	372
2025-09-13 10:00:16	373
2025-09-14 10:00:14	376
2025-09-15 10:00:26	376
2025-09-16 10:00:17	381
2025-09-17 10:00:15	386
2025-09-18 10:00:15	390
2025-09-19 10:00:14	393
2025-09-20 10:00:16	397
2025-09-21 10:00:16	398
2025-09-22 10:00:17	400
2025-09-23 10:00:15	404
2025-09-24 10:00:14	406
2025-09-25 10:00:15	411
2025-09-26 10:00:15	412
2025-09-27 10:00:13	417
2025-09-28 10:00:16	418
2025-09-29 10:00:19	418
2025-09-30 10:00:17	422
2025-10-01 10:00:15	428
2025-10-02 10:00:23	428
2025-10-03 10:00:15	432
2025-10-04 10:00:13	435
2025-10-05 10:00:14	440
2025-10-06 10:00:20	441
2025-10-07 10:00:15	445
2025-10-08 10:00:16	451
2025-10-09 10:00:18	459
2025-10-10 10:00:16	468
2025-10-11 10:00:31	475
2025-10-12 10:00:17	480
2025-10-13 10:00:18	482
2025-10-14 10:00:21	485
2025-10-15 10:00:17	487
2025-10-16 10:00:17	490
2025-10-17 10:00:17	492
2025-10-18 10:00:18	495
2025-10-19 10:00:14	498
2025-10-20 10:00:17	500
2025-10-21 10:00:19	503
2025-10-22 10:00:39	505
2025-10-23 10:00:22	509
2025-10-24 10:00:19	515
2025-10-25 10:00:19	518
2025-10-26 10:00:15	519
2025-10-27 10:00:18	522
2025-10-28 10:00:15	528
2025-10-29 10:00:15	531
2025-10-30 10:00:17	531
2025-10-31 10:00:14	532
2025-11-01 10:00:15	533
2025-11-02 10:00:13	535
2025-11-03 10:00:17	537
2025-11-04 10:00:22	537
2025-11-05 10:00:18	539
2025-11-06 10:00:19	543
2025-11-07 10:00:16	546
2025-11-08 10:00:31	550
2025-11-09 10:00:19	554
2025-11-10 10:00:15	558
2025-11-11 10:00:17	559
2025-11-12 10:00:16	563
2025-11-13 10:00:16	564
2025-11-14 10:00:17	565
2025-11-15 10:00:16	568
2025-11-16 10:00:16	571
2025-11-17 10:00:16	573
2025-11-18 10:00:17	576
2025-11-19 10:00:17	579
2025-11-20 10:00:41	580
2025-11-21 10:00:18	583
2025-11-22 10:00:40	585
2025-11-23 10:00:19	588
2025-11-24 10:00:17	590
2025-11-25 10:00:20	592
2025-11-26 10:00:18	593
2025-11-27 10:00:20	596
2025-11-28 10:00:19	596
